Year,avg,State
2001,16.41058333,Oklahoma
2002,15.67108333,Oklahoma
2003,15.93558333,Oklahoma
2004,16.01925,Oklahoma
2005,16.355,Oklahoma
2006,17.10775,Oklahoma
2007,15.93133333,Oklahoma
2008,15.63741667,Oklahoma
2009,15.56858333,Oklahoma
2010,16.08491667,Oklahoma
2011,16.89625,Oklahoma
2012,17.6785,Oklahoma
2013,17.52466667,Oklahoma
1980,8.511416667,Oregon
1981,8.974916667,Oregon
1982,7.620083333,Oregon
1983,8.44525,Oregon
1984,7.715833333,Oregon
1985,7.13625,Oregon
1986,9.047666667,Oregon
1987,9.132833333,Oregon
1988,8.90875,Oregon
1989,8.187166667,Oregon
1990,8.605333333,Oregon
1991,8.716,Oregon
1992,9.7125,Oregon
1993,7.580666667,Oregon
1994,8.877416667,Oregon
1995,9.0105,Oregon
1996,8.723,Oregon
1997,8.838833333,Oregon
1998,8.897083333,Oregon
1999,8.541,Oregon
2000,8.678,Oregon
2001,8.882666667,Oregon
2002,8.806166667,Oregon
2003,9.56425,Oregon
2004,9.285166667,Oregon
2005,8.84,Oregon
2006,8.960333333,Oregon
2007,8.895833333,Oregon
2008,8.315166667,Oregon
2009,8.559083333,Oregon
2010,8.574583333,Oregon
2011,8.077583333,Oregon
2012,9.030083333,Oregon
2013,10.76355556,Oregon
1980,9.167416667,Pennsylvania
1981,9.294666667,Pennsylvania
1982,9.436833333,Pennsylvania
1983,9.866083333,Pennsylvania
1984,9.667083333,Pennsylvania
1985,9.76175,Pennsylvania
1986,9.9255,Pennsylvania
1987,10.1445,Pennsylvania
1988,9.505333333,Pennsylvania
1989,9.117,Pennsylvania
1990,10.89141667,Pennsylvania
1991,10.94933333,Pennsylvania
1992,9.2165,Pennsylvania
1993,9.51625,Pennsylvania
1994,9.44275,Pennsylvania
1995,9.694416667,Pennsylvania
1996,9.217416667,Pennsylvania
1997,9.402333333,Pennsylvania
1998,11.47241667,Pennsylvania
1999,10.54583333,Pennsylvania
2000,9.674833333,Pennsylvania
2001,10.52375,Pennsylvania
2002,10.73825,Pennsylvania
2003,9.424916667,Pennsylvania
2004,9.988166667,Pennsylvania
2005,10.218,Pennsylvania
2006,10.9315,Pennsylvania
2007,10.24733333,Pennsylvania
2008,9.896333333,Pennsylvania
2009,9.65075,Pennsylvania
2010,10.5745,Pennsylvania
2011,10.73591667,Pennsylvania
2012,11.4795,Pennsylvania
2013,11.54322222,Pennsylvania
1980,9.224583333,Rhode Island
1981,9.423833333,Rhode Island
1982,9.256,Rhode Island
1983,10.09458333,Rhode Island
1984,9.87725,Rhode Island
1985,9.65,Rhode Island
1986,9.5495,Rhode Island
1987,9.608666667,Rhode Island
1988,9.438916667,Rhode Island
1989,9.183583333,Rhode Island
1990,10.767,Rhode Island
1991,10.7315,Rhode Island
1992,9.00425,Rhode Island
1993,9.511166667,Rhode Island
1994,9.599083333,Rhode Island
1995,9.748583333,Rhode Island
1996,9.332916667,Rhode Island
1997,9.5445,Rhode Island
1998,11.05433333,Rhode Island
1999,10.82308333,Rhode Island
2000,9.552916667,Rhode Island
2001,10.50141667,Rhode Island
2002,10.67133333,Rhode Island
2003,9.391583333,Rhode Island
2004,9.661,Rhode Island
2005,10.07108333,Rhode Island
2006,10.98916667,Rhode Island
2007,10.05091667,Rhode Island
2008,10.28175,Rhode Island
2009,9.70475,Rhode Island
2010,11.03141667,Rhode Island
2011,10.78425,Rhode Island
2012,11.58641667,Rhode Island
2013,11.56911111,Rhode Island
1980,17.05191667,South Carolina
1981,16.70483333,South Carolina
1982,17.50966667,South Carolina
1983,16.77241667,South Carolina
1984,17.37241667,South Carolina
1985,17.67958333,South Carolina
1986,18.22333333,South Carolina
1987,17.25966667,South Carolina
1988,16.66483333,South Carolina
1989,17.2435,South Carolina
1990,18.79083333,South Carolina
1991,18.11575,South Carolina
1992,17.09491667,South Carolina
1993,17.43933333,South Carolina
1994,17.58183333,South Carolina
1995,17.40475,South Carolina
1996,16.99316667,South Carolina
1997,17.22591667,South Carolina
1998,18.63875,South Carolina
1999,17.95275,South Carolina
2000,17.32283333,South Carolina
2001,17.89458333,South Carolina
2002,18.146,South Carolina
2003,17.39375,South Carolina
2004,17.7965,South Carolina
2005,17.73,South Carolina
2006,18.01166667,South Carolina
2007,18.37916667,South Carolina
2008,17.67716667,South Carolina
2009,17.51583333,South Carolina
2010,17.40258333,South Carolina
2011,18.29691667,South Carolina
2012,18.55425,South Carolina
2013,18.73566667,South Carolina
1980,8.224,South Dakota
1981,8.910833333,South Dakota
1982,6.447666667,South Dakota
1983,7.536916667,South Dakota
1984,7.57,South Dakota
1985,6.392,South Dakota
1986,8.033,South Dakota
1987,9.530083333,South Dakota
1988,8.476916667,South Dakota
1989,7.159583333,South Dakota
1990,8.62425,South Dakota
1991,8.535333333,South Dakota
1992,7.900083333,South Dakota
1993,6.114666667,South Dakota
1994,7.52,South Dakota
1995,7.382333333,South Dakota
1996,5.746083333,South Dakota
1997,7.4785,South Dakota
1998,8.929083333,South Dakota
1999,9.10275,South Dakota
2000,8.096166667,South Dakota
2001,8.41975,South Dakota
2002,8.265666667,South Dakota
2003,8.169583333,South Dakota
2004,8.273583333,South Dakota
2005,8.820166667,South Dakota
2006,9.3,South Dakota
2007,8.565,South Dakota
2008,6.95225,South Dakota
2009,6.767,South Dakota
2010,7.677666667,South Dakota
2011,7.470083333,South Dakota
2012,9.90775,South Dakota
2013,9.773,South Dakota
1980,14.24825,Tennessee
1981,13.96891667,Tennessee
1982,14.45616667,Tennessee
1983,13.9615,Tennessee
1984,14.4235,Tennessee
1985,14.29633333,Tennessee
1986,15.18041667,Tennessee
1987,14.91183333,Tennessee
1988,14.03733333,Tennessee
1989,13.91025,Tennessee
1990,15.48308333,Tennessee
1991,15.29433333,Tennessee
1992,14.14033333,Tennessee
1993,14.20208333,Tennessee
1994,14.47891667,Tennessee
1995,14.41175,Tennessee
1996,13.91683333,Tennessee
1997,14.06475,Tennessee
1998,15.93608333,Tennessee
1999,15.42075,Tennessee
2000,14.70133333,Tennessee
2001,14.88483333,Tennessee
2002,15.10591667,Tennessee
2003,14.431,Tennessee
2004,14.94133333,Tennessee
2005,15.0775,Tennessee
2006,15.16925,Tennessee
2007,15.723,Tennessee
2008,14.4525,Tennessee
2009,14.43716667,Tennessee
2010,14.68525,Tennessee
2011,15.23725,Tennessee
2012,16.01416667,Tennessee
2013,15.91188889,Tennessee
1980,18.55366667,Texas
1981,18.54258333,Texas
1982,18.3365,Texas
1983,17.62508333,Texas
1984,18.37758333,Texas
1985,18.17458333,Texas
1986,18.78783333,Texas
1987,17.85525,Texas
1988,18.14883333,Texas
1989,18.10216667,Texas
1990,18.83375,Texas
1991,18.3825,Texas
1992,18.151,Texas
1993,17.97716667,Texas
1994,18.79741667,Texas
1995,18.60991667,Texas
1996,18.69691667,Texas
1997,17.90083333,Texas
1998,19.60816667,Texas
1999,19.38316667,Texas
2000,19.238,Texas
2001,18.82975,Texas
2002,18.50416667,Texas
2003,18.75575,Texas
2004,18.58025,Texas
2005,18.95458333,Texas
2006,19.58958333,Texas
2007,18.33758333,Texas
2008,18.712,Texas
2009,18.83258333,Texas
2010,18.49858333,Texas
2011,19.71808333,Texas
2012,19.92641667,Texas
2013,20.42522222,Texas
1980,9.027416667,Utah
1981,9.854416667,Utah
1982,7.8415,Utah
1983,8.59575,Utah
1984,7.662083333,Utah
1985,8.152083333,Utah
1986,9.3945,Utah
1987,8.830333333,Utah
1988,8.853666667,Utah
1989,8.90175,Utah
1990,8.949,Utah
1991,8.331666667,Utah
1992,9.142916667,Utah
1993,7.944166667,Utah
1994,9.475666667,Utah
1995,9.204583333,Utah
1996,9.450333333,Utah
1997,8.70225,Utah
1998,8.716416667,Utah
1999,9.225583333,Utah
2000,9.761166667,Utah
2001,9.655916667,Utah
2002,9.074166667,Utah
2003,10.02991667,Utah
2004,8.988583333,Utah
2005,9.326666667,Utah
2006,9.240666667,Utah
2007,9.664333333,Utah
2008,8.630916667,Utah
2009,8.830083333,Utah
2010,8.804166667,Utah
2011,8.436666667,Utah
2012,10.24858333,Utah
2013,10.98488889,Utah
1980,5.389,Vermont
1981,6.281916667,Vermont
1982,5.739666667,Vermont
1983,6.616416667,Vermont
1984,6.442416667,Vermont
1985,5.830166667,Vermont
1986,6.018083333,Vermont
1987,6.291333333,Vermont
1988,6.048083333,Vermont
1989,5.444083333,Vermont
1990,7.28275,Vermont
1991,7.04225,Vermont
1992,5.43825,Vermont
1993,5.76675,Vermont
1994,5.864916667,Vermont
1995,6.326833333,Vermont
1996,6.103333333,Vermont
1997,5.711833333,Vermont
1998,7.86125,Vermont
1999,7.423416667,Vermont
2000,6.032416667,Vermont
2001,7.117583333,Vermont
2002,7.013333333,Vermont
2003,5.9025,Vermont
2004,6.02225,Vermont
2005,6.792916667,Vermont
2006,7.68275,Vermont
2007,6.234333333,Vermont
2008,6.623,Vermont
2009,6.1935,Vermont
2010,7.777666667,Vermont
2011,7.32675,Vermont
2012,8.153166667,Vermont
2013,8.497222222,Vermont
1980,12.89483333,Virginia
1981,12.49191667,Virginia
1982,13.08008333,Virginia
1983,12.95775,Virginia
1984,13.26791667,Virginia
1985,13.51958333,Virginia
1986,13.63408333,Virginia
1987,13.37166667,Virginia
1988,12.65283333,Virginia
1989,12.87566667,Virginia
1990,14.57375,Virginia
1991,14.35108333,Virginia
1992,12.96941667,Virginia
1993,13.28658333,Virginia
1994,13.36883333,Virginia
1995,13.20791667,Virginia
1996,12.703,Virginia
1997,13.00591667,Virginia
1998,14.63633333,Virginia
1999,13.97316667,Virginia
2000,13.20358333,Virginia
2001,13.74116667,Virginia
2002,14.16558333,Virginia
2003,13.20883333,Virginia
2004,13.698,Virginia
2005,13.68825,Virginia
2006,14.07575,Virginia
2007,14.17433333,Virginia
2008,13.57783333,Virginia
2009,13.26891667,Virginia
2010,13.6585,Virginia
2011,14.29175,Virginia
2012,14.56416667,Virginia
2013,14.73155556,Virginia
1980,7.781583333,Washington
1981,8.411833333,Washington
1982,7.411166667,Washington
1983,8.092916667,Washington
1984,7.35675,Washington
1985,6.574916667,Washington
1986,8.401333333,Washington
1987,8.887916667,Washington
1988,8.402916667,Washington
1989,7.97175,Washington
1990,8.371166667,Washington
1991,8.30225,Washington
1992,9.15275,Washington
1993,7.423583333,Washington
1994,8.724583333,Washington
1995,8.561166667,Washington
1996,7.507666667,Washington
1997,8.368666667,Washington
1998,9.123,Washington
1999,8.242666667,Washington
2000,7.859916667,Washington
2001,8.284,Washington
2002,8.28875,Washington
2003,9.032333333,Washington
2004,9.111833333,Washington
2005,8.53175,Washington
2006,8.675333333,Washington
2007,8.302416667,Washington
2008,7.685916667,Washington
2009,8.047583333,Washington
2010,8.442166667,Washington
2011,7.619333333,Washington
2012,8.477916667,Washington
2013,10.57177778,Washington
1980,10.80808333,West Virginia
1981,10.60433333,West Virginia
1982,11.40716667,West Virginia
1983,11.23841667,West Virginia
1984,11.46658333,West Virginia
1985,11.49625,West Virginia
1986,11.83633333,West Virginia
1987,11.83291667,West Virginia
1988,11.0435,West Virginia
1989,10.88083333,West Virginia
1990,12.58808333,West Virginia
1991,12.58966667,West Virginia
1992,11.1315,West Virginia
1993,11.40833333,West Virginia
1994,11.37966667,West Virginia
1995,11.28683333,West Virginia
1996,10.84141667,West Virginia
1997,11.04733333,West Virginia
1998,12.89308333,West Virginia
1999,12.18875,West Virginia
2000,11.46608333,West Virginia
2001,12.02433333,West Virginia
2002,12.3655,West Virginia
2003,11.35891667,West Virginia
2004,11.934,West Virginia
2005,11.98041667,West Virginia
2006,12.23041667,West Virginia
2007,12.28025,West Virginia
2008,11.47841667,West Virginia
2009,11.41108333,West Virginia
2010,11.72316667,West Virginia
2011,12.42933333,West Virginia
2012,12.877,West Virginia
2013,13.02944444,West Virginia
1980,6.297333333,Wisconsin
1981,7.023333333,Wisconsin
1982,5.886,Wisconsin
1983,6.92375,Wisconsin
1984,6.829333333,Wisconsin
1985,5.857,Wisconsin
1986,6.869166667,Wisconsin
1987,8.509833333,Wisconsin
1988,6.892083333,Wisconsin
1989,5.675166667,Wisconsin
1990,7.523583333,Wisconsin
1991,7.091416667,Wisconsin
1992,6.462166667,Wisconsin
1993,5.9135,Wisconsin
1994,6.599833333,Wisconsin
1995,6.4995,Wisconsin
1996,5.240166667,Wisconsin
1997,6.384,Wisconsin
1998,8.905333333,Wisconsin
1999,7.84,Wisconsin
2000,7.023666667,Wisconsin
2001,7.817916667,Wisconsin
2002,7.421666667,Wisconsin
2003,6.639833333,Wisconsin
2004,6.819,Wisconsin
2005,7.6615,Wisconsin
2006,8.152083333,Wisconsin
2007,7.489916667,Wisconsin
2008,5.903583333,Wisconsin
2009,6.204666667,Wisconsin
2010,7.86925,Wisconsin
2011,7.191166667,Wisconsin
2012,8.959166667,Wisconsin
2013,8.085333333,Wisconsin
1980,5.81575,Wyoming
1981,6.782333333,Wyoming
1982,4.564666667,Wyoming
1983,5.23725,Wyoming
1984,4.624333333,Wyoming
1985,4.2645,Wyoming
1986,6.026416667,Wyoming
1987,6.101916667,Wyoming
1988,6.206416667,Wyoming
1989,5.300166667,Wyoming
1990,5.675916667,Wyoming
1991,5.595333333,Wyoming
1992,6.02675,Wyoming
1993,4.09975,Wyoming
1994,6.242166667,Wyoming
1995,5.53675,Wyoming
1996,5.179583333,Wyoming
1997,5.321666667,Wyoming
1998,6.04475,Wyoming
1999,6.413333333,Wyoming
2000,6.087916667,Wyoming
2001,6.431833333,Wyoming
2002,5.415083333,Wyoming
2003,6.36075,Wyoming
2004,6.000333333,Wyoming
2005,6.226833333,Wyoming
2006,6.427583333,Wyoming
2007,6.510583333,Wyoming
2008,5.06675,Wyoming
2009,5.199916667,Wyoming
2010,5.756416667,Wyoming
2011,5.31225,Wyoming
2012,7.306166667,Wyoming
2013,8.041111111,Wyoming
